Archean_Early_Mesoproterozoic_Faults,Felsic_granite,Mesoproterozoic_strata
0.9121879371366644,0.938680753599336,0.8959822861323107
0.9271454211549143,0.9491240721398481,0.9169110738133772
0.9649476367813536,0.9755142327736371,1.0
0.9577760356949976,1.0,1.0
0.8642932341388319,1.0,1.0
0.7746667961928094,1.0,1.0
0.8803049953340509,1.0,1.0
0.2485707734622058,0.47539012782070345,0.761686189871389
0.4333713708263903,0.6044051918645359,0.8702166408388834
0.6177605527282981,0.733133033935218,0.9236888784653606
0.8186100535769858,0.8733523383355144,0.9336627951206878
0.9615285379880286,0.9731281941571346,0.9090790455510476
0.9814922455441881,1.0,0.9443282726762263
0.9476321773476298,1.0,0.9912341496008862
0.9212735200945514,1.0,1.0
0.9073602905292784,1.0,1.0
0.8756315699457493,1.0,1.0
0.8089063425314572,1.0,1.0
0.8206605753868597,1.0,1.0
0.9163802199867142,1.0,1.0
0.9828009922892894,1.0,1.0
0.33226680828800137,0.533820954423156,0.6355441674050011
0.4177504829894416,0.5934997625886018,0.7018473757962371
0.5949651736573598,0.717218868436365,0.7605614034826502
0.7745056694994815,0.8425616914570331,0.8054551592811399
0.8681386873340197,0.907929819955426,0.9301099074705294
0.9246918580561583,0.9474113454981493,0.9866578245791221
0.989888226465691,0.9929269758727822,1.0
0.9525419018631369,1.0,1.0
0.8896153386048418,1.0,0.9413601537344801
0.8306993650983818,1.0,1.0
0.8984656646271733,1.0,1.0
0.9783008513759072,1.0,1.0
0.9250834566487133,1.0,1.0
0.8293638120488587,0.9765119254381838,1.0
0.5321267726377863,0.6733494315812394,0.5595575078828172
0.5621861852507565,0.6943348337043995,0.6152100759163317
0.6455109675178391,0.752506464499731,0.7034282205518079
0.7090155126019398,0.796840962803413,0.7792099894305053
0.7676597219152907,0.837782312901064,0.8366060576697318
0.8342167380499679,0.8842478555124466,0.9079422873719274
0.8879379557935964,0.9217523109096288,0.9683252132828616
0.9587020940239863,0.9711549623248409,0.9698390014421825
0.9858624024462299,1.0,1.0
0.9464511846264386,1.0,1.0
0.8750610923493709,1.0,1.0
0.7958639258582803,1.0,1.0
0.8627003505801015,1.0,1.0
0.5397508798414148,0.6786720575895968,0.5423674918533896
0.5885045120242628,0.7127084829933716,0.598524003675677
0.6368818633174713,0.7464822296429423,0.6395905459467541
0.6773289549852348,0.7747196077298564,0.6864296842236783
0.713738428794225,0.8001381964795027,0.7329759205957533
0.7446487968998288,0.8217176829280554,0.7508962594584194
0.7515803534749588,0.8265568210206212,0.7648168424643238
0.7446904032923658,0.8217467328172423,0.7700295673159215
0.7472417186081437,0.8235278765208074,0.7785193841206186
0.7348244295298563,0.8148589795121632,0.7729107383422252
0.7503370842806416,0.825688847893045,0.80145124456664
0.8004313113973206,0.8606611827199818,0.8579134755805615
0.8823825670309597,0.9019696883636609,0.9117064406933661
0.9514764214455054,0.951061241957663,0.9618948085278269
0.9932483794185579,0.9985337938803307,1.0
0.96549395901428,1.0,0.9652670204256485
0.9636925652426149,1.0,1.0
0.6267567564019036,0.7394135806249316,0.6207328753222741
0.6994482616464253,0.7901617792549911,0.6919473781678008
0.7494622490956551,0.8250781001540395,0.7503851474505748
0.7975852271482405,0.8586742651305506,0.7955776618105407
0.8407794455260297,0.8888294961382934,0.8415787313907244
0.8771889193350197,0.9142480848879397,0.8858726626382649
0.9104931703604215,0.9374988221391823,0.9089022331084791
0.9118663827126763,0.9384574801420624,0.9227984818575337
0.9112581292921622,0.9380328591259723,0.9283763217052373
0.9139383113645242,0.9399039699809962,0.9368892998519868
0.899423293269874,0.9297705900617401,0.9310696938278855
0.9170263410736011,0.9420598198882381,0.9135379821846754
0.9214970344118986,0.9451809619895074,0.9008639251351604
0.8949971000232058,0.9266805183802607,0.8852479878550836
0.8698563876210124,0.9091290050083312,0.8578666498882945
0.8470117779609999,0.8927406278055728,0.8629227536287286
0.8968136667669518,0.9279496089702876,0.9223215234832152
0.9330993202987243,0.9532808625263545,0.9653192628201667
0.8760095142815596,0.9134247004656837,0.8601347197526807
0.9282322749728762,0.9498830431211839,0.9184357416873107
