X,Y,V1,V2,V3,V4,V5,V6,V7
139.5889725,-29.98392386,-4.715751291,-3.885915401,0.789554354,5.504910521,-1.838587245,-5.025154371,0.576966613
139.6651852,-29.88723745,1.12219832,4.856162647,2.037136393,2.385966088,-0.481253788,-4.817204346,1.51057734
139.6689144,-29.86583643,2.400444804,2.68502643,0.214705236,0.533909132,2.682373877,-6.31566061,4.510517701
139.6347266,-29.97319429,3.785075427,-0.961999319,-1.088104566,1.469645399,0.853450596,2.350473165,3.102143701
139.668984,-29.98271538,-0.596206752,1.717642472,0.716930349,1.270323061,0.421902496,-4.933950413,1.281667254
139.3087537,-30.16879635,-2.461795138,-3.90894295,3.289607269,1.020267968,1.593480409,0.509473329,-1.626308721
139.4914203,-30.11711921,0.94100704,4.490924362,-2.82536394,0.242265691,-1.971134615,1.114036543,-1.778116479
139.539696,-29.9021054,4.638524318,9.12567915,-3.087434436,2.837674246,0.14637644,-0.100227467,-0.049061625
139.5723468,-29.86063923,6.945084608,-7.267489072,-3.7246304,4.216158033,-2.150908655,0.890416002,0.503278005
139.7008925,-29.96329679,6.156484292,-4.775559006,0.834102706,-4.362256156,1.733876696,2.4352343,0.532444184
139.5366514,-30.07434256,-0.292082542,5.322049452,-5.191339098,6.57291248,-0.92363718,-5.093182687,-2.883472287
139.5632852,-30.03589281,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.3328787,-30.18723087,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.5552026,-29.87416345,6.00135627,-5.776013644,-1.038474495,3.378511093,-0.744814526,2.098786318,-2.865322995
139.6533704,-29.98712013,1.399445941,0.030807983,0.878006614,0.095334117,-1.250863658,-1.878948838,-2.456893674
139.5305051,-30.099019,-0.700344472,1.404469381,1.351621048,-1.960979239,-2.980482166,1.492417727,4.053664963
139.5589392,-29.94121383,0.987015962,-2.258144137,5.147017173,0.447824799,-0.808978295,1.430376051,-2.622116919
139.4578101,-30.13298985,-2.909163728,7.792774573,-2.659522644,2.004794555,0.834025443,2.767911521,1.437569432
139.3135195,-30.19479078,-2.951335695,-11.41924519,15.06186868,-4.138879557,1.794127068,3.205068596,1.519050004
139.3990176,-30.18102578,-0.944059572,4.262639619,-3.225030799,0.060125326,-0.313513995,2.469274309,-4.126312944
